"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZTF5FQ9M","journalArticle","2024","De Gans, C.J.; Burger, P.; Van Den Ende, E.S.; Hermanides, J.; Nanayakkara, P.W.B.; Gemke, R.J.B.J.; Rutters, F.; Stenvers, D.J.","Sleep assessment using EEG-based wearables – A systematic review","Sleep Medicine Reviews","","10870792","10.1016/j.smrv.2024.101951","https://pubmed.ncbi.nlm.nih.gov/38754209/","","2024-08-01","2024-09-05 11:09:59","2025-03-13 11:54:43","2024-09-05 11:09:59","101951","","","76","","Sleep Medicine Reviews","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","systematic_review; stefano_checked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUSG8R75","journalArticle","2022","van Spreuwel, Peggy; Munk-Overkamp, Milou; Smit, Linda; Ziesemer, Kirsten; van Loveren, C.; van der Heijden, Geert; Bruers, J.J.M.; Jerković‐Ćosić, Katarina","Exploring the development, evaluation and implementation of complex health interventions to prevent early childhood caries in preschool children: A scoping review protocol","PloS one","","1932-6203","10.1371/journal.pone.0275501","https://doi.org/10.1371/journal.pone.0275501","This scoping review aims to identify complex health interventions (CHI's) to prevent early childhood caries (ECC), explore the level of complexity of the identified CHI's, and explore the details of their development, evaluation, and implementation.Many interventions to prevent ECC have multiple interacting components and can be seen as CHI's. Recent reviews on these interventions have found inconclusive effects, which may be due to differences in the development, evaluation, and implementation of CHI's.This scoping review will consider clinical trials reporting CHI's to prevent ECC that starts during pregnancy or in the first year of life. Studies in the English language will be included regardless of the country of origin, sociocultural setting, or context.This review will follow the Joanna Briggs Institute methodology for scoping reviews. An initial search of PubMed identified keywords and Medical Subject Headings terms. A second search of PubMed, Embase, Clarivate Analytics/Web of Science Core Collection, ClinicalTrials.gov, and the Wiley/Cochrane Library will follow. Two independent reviewers will perform title and abstract screening, retrieve and review full-text studies, and extract data. The reference lists of all included sources will be screened for additional CHI's or relevant publications about a specific CHI. Data charting will be utilised based on study characteristics and intervention complexity. A 39-item instrument will be used to explore the details in the description of the CHI's development, evaluation, and implementation. The results will be presented in tables, visual outputs, and a narrative summary in response to the review questions.The proposed review will generate evidence which may provide a direction for the future design of studies on CHI's to prevent ECC and more complete information for those who want to adopt successful interventions to prevent ECC.","2022-10-10","2024-06-05 08:33:32","2024-06-05 08:33:32","","e0275501-e0275501","","10","17","","","","","","","","","","en","","","","","","","Publisher: Public Library of Science","","","","Complex Interventions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDKKRENG","journalArticle","2022","Painter, Jeffery; Girard, Louis; Gläser, Michael; Bate, Andrew","Leveraging Data Pathways for Next Generation Safety Monitoring of Medicines and Vaccines","","","","10.1109/csci58124.2022.00282","https://doi.org/10.1109/csci58124.2022.00282","","2022-12-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","","","","","Drug Safety Surveillance; Pharmacovigilance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT77EGIV","journalArticle","2022","Oami, Takehiko; Okada, Yohei; Fukuda, Tatsuma; Sakuraya, Masaaki; Nakada, Taka‐aki; Shime, Nobuaki","Validation of semi-automatic citation screening software for creating clinical practice guidelines: A protocol for a prospective observational study","medRxiv (Cold Spring Harbor Laboratory)","","","10.1101/2022.11.17.22282374","https://doi.org/10.1101/2022.11.17.22282374","Abstract Background This study aims to investigate the quality of the literature search and workload saving using the semi-automatic software for citation screening in the development of the Japanese Clinical Practice Guidelines for Management of Sepsis and Septic Shock (J-SSCG). Methods We will conduct a prospective study to compare the efficiency of citation screening between the conventional method using Rayyan and semi-automatic citation screening using ASReview. The two independent reviewers will conduct literature searches for clinical questions. During the session, we objectively measure the time to accomplish the citation screening. After the citation screening, we will calculate the sensitivity and specificity from the results of the conventional and semi-automatic procedures. Also, we will compare the accumulated time between the two methods. Trial registration This research is submitted with the University hospital medical information network clinical trial registry (UMIN-CTR) [UMIN000049366]. Conflicts of interest All authors declare no conflicts of interest to have. Funding None","2022-11-18","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Cold Spring Harbor Laboratory","","","","Cost-effectiveness Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8M2JWBTF","journalArticle","2022","Mugglin, Leonie; Ruedin, Didier","Structural Racism in Switzerland: A Scoping Review","","","","10.31235/osf.io/vnz6h","https://doi.org/10.31235/osf.io/vnz6h","In a recent study, we presented an overview of the empirical evidence of structural racism in Switzerland (Mugglin et al. 2022). Here we provide further detail on the scoping review that was part of this study. N=1,350 records were screened via databases, and combined with a conventional literature review covering around N=1,500 records to yield N=304 empirical studies that treat structural racism in Switzerland broadly defined. These studies were classified by method, life sphere, how they classify the population, and a GRADE-style assessment of risk of bias. Drawing on a conceptual frame by Osta and Vasquez (2021) structural racism was approached with three components and connections between these components. All methods identify racial inequalities, racialized practices, or racist stereotypes across spheres and groups. Many studies draw on migration and nationality as classification, and most studies provide partial evidence. When considered jointly, the existing literature provides a clear picture consistent with structural racism.","2022-12-03","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","","","","","Structural Racism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3IQ8X3S","journalArticle","2022","Lohmann, Paul; Pizzo, Alice; Carvalho, Bruna; Bauer, Jan; Reisch, Lucia","Shifting consumers towards sustainable food consumption and avoiding food waste: Protocol for a machine-learning assisted systematic review and meta-analysis of demand-side interventions","Research Square (Research Square)","","","10.21203/rs.3.pex-2070/v1","https://doi.org/10.21203/rs.3.pex-2070/v1","Abstract It is now widely accepted that a significant portion of emissions reductions required to meet net zero targets must come from individual behaviour change. Shifting consumers towards more sustainable food consumption and avoiding food waste and loss (FWL) have been identified as two key levers to tackle climate change at the individual and household level. While the IPCC estimates substantial “technical potential” to reduce emissions via changes in diets and reductions in FWL, there is a lack of learning on which climate solutions can best harness this potential. The purpose of this systematic review and meta-analysis is to synthesise the empirical literature reporting on demand-side interventions targeting sustainble food consumption and food waste behaviours of individuals and households. The review encompasses empirical research evaluating a wide range of policy interventions targeted at changing actual food consumption and waste behaviours, which have the potential to contribute towards climate change mitigation. The review forms part of an ‘ecosystem of reviews’, a large-scale evidence synthesis initiative seeking to provide a comprehensive analysis of household-scale interventions and their emissions reduction potential. The reviews within the ecosystem utilise state-of-the-art AI-assisted screening procedures and follow a set of harmonised inclusion criteria.","2022-12-05","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Research Square (United States)","","","","Environmental Innovation; Green Consumption; Pro-environmental Behavior; Sustainable Behavior; Waste Reduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4I3SLPW","journalArticle","2022","Martinou, Eirini; Angelidi, Angeliki","The role of open research in improving the standards of evidence synthesis: current challenges and potential solutions in systematic reviews","F1000Research","","2046-1402","10.12688/f1000research.127179.1","https://doi.org/10.12688/f1000research.127179.1","<ns4:p>Systematic reviews (SRs) and meta-analyses (MAs) are the cornerstone of evidence-based medicine and are placed at the top of the level-of-evidence pyramid. To date, there are several methodological resources available from international organizations such as the Cochrane Collaboration that aim to aid researchers in conducting high-quality secondary research and promoting reproducibility, transparency and scientific rigour. Nevertheless, researchers still face challenges in most stages of evidence synthesis. Open research and the FAIR (findability, accessibility, interoperability, and reusability) principles are rising initiatives being increasingly implemented in primary research. However, their beneficial role in secondary research is less emphasized. This article addresses how the challenges commonly faced during evidence synthesis research could be overcome using open research practices and currently available open research tools. Despite the phenomenally simple SR workflow, researchers still find tasks such as framing the SR research question, search strategy development, data extraction, and assessing for bias, challenging. The implementation of FAIR practices, including prospective registration at the PROSPERO database, abiding with the PRISMA guidelines, and making all SR data openly available could have significant benefits in avoiding duplication of effort and reducing research waste while improving the reporting standards of SRs. Additionally, this article highlights the need for further education in open research culture to overcome ethical and motivational barriers in implementing open research practices in evidence synthesis. Finally, in the era of technological breakthroughs, artificial intelligence may eventually be incorporated into the process of SRs and should abide by the FAIR standards for open research.</ns4:p>","2022-12-05","2024-06-05 08:33:32","2024-06-05 08:33:32","","1435-1435","","","11","","","","","","","","","","en","","","","","","","Publisher: Faculty of 1000","","","","Evidence Synthesis; Research Methodology; Scientific Workflows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QFCP5Z5","journalArticle","2021","Hartung, Thomas","Evidence Integration in the Era of Information Flooding—The Advent of the Comprehensive Review","Frontiers in public health","","2296-2565","10.3389/fpubh.2021.763828","https://doi.org/10.3389/fpubh.2021.763828","PERSPECTIVE article Front. Public Health, 09 September 2021 | https://doi.org/10.3389/fpubh.2021.763828","2021-09-09","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","9","","","","","","","","","","en","","","","","","","Publisher: Frontiers Media","","","","Medical Concept Embedding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4BZQ3AL","journalArticle","2021","Cheng, Samantha; Augustin, Caitlin","Keep a Human in the Machine and Other Lessons Learned from Deploying and Maintaining Colandr","Chance","","0933-2480","10.1080/09332480.2021.1979818","https://doi.org/10.1080/09332480.2021.1979818","","2021-07-03","2024-06-05 08:33:32","2024-06-05 08:33:32","","56-60","","3","34","","","","","","","","","","en","","","","","","","Publisher: Taylor & Francis","","","","Scientific Workflows; Data Integration; Refactoring; Software Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F54EL57C","journalArticle","2021","Abògúnr̀in, Ṣẹ̀yẹ; Queiros, Leandro; Bednarski, Michał; Sumner, Marc; Baehrens, David; Witzmann, A.","Are Machines-learning Methods More Efficient than Humans in Triaging Literature for Systematic Reviews?","bioRxiv (Cold Spring Harbor Laboratory)","","","10.1101/2021.09.30.462652","https://doi.org/10.1101/2021.09.30.462652","Abstract Systematic literature reviews provide rigorous assessments of clinical, cost-effectiveness, and humanistic data. Accordingly, there is a growing trend worldwide among healthcare agencies and decision-makers to require them in order to make informed decisions. Because these reviews are labor-intensive and time consuming, we applied advanced analytic methods (AAM) to determine if machine learning methods could classify abstracts as well as humans. Literature searches were run for metastatic non-small cell lung cancer treatments (mNSCLC) and metastatic castration-resistant prostate cancer (mCRPC). Records were reviewed by humans and two AAMs. AAM-1 involved a pre-trained data-mining model specialized in biomedical literature, and AAM-2 was based on support vector machine algorithms. The AAMs assigned an accept/reject status, with reasons for exclusion. Automatic results were compared to those of humans. For mNSCLC, 5820 records were processed by humans and 440 (8%) records were accepted and the remaining items rejected. AAM-1 correctly accepted 6% of records and correctly excluded 79%. AAM-2 correctly accepted 6% of records and correctly excluded 82%. The review was completed by AAM-1 or AAM-2 in 52 hours, compared to 196 hours for humans. Work saved was estimated to be 76% and 79% by AAM-1 and AAM-2, respectively. For mCRPC, 2434 records were processed by humans and 26% of these were accepted and 74% rejected. AAM-1 correctly accepted 23% of records and rejected 62%. AAM-2 correctly accepted 20% of records and rejected 66%. The review was completed by AAM-1, AAM-2, and humans in 25, 25 and 85 hours, respectively. Work saved was estimated to be 61% and 68% by AAM-1 and AAM-2, respectively. AAMs can markedly reduce the time required for searching and triaging records during a systematic review. Methods similar to AAMs should be assessed in future research for how consistent their performances are in SLRs of economic, epidemiological and humanistic evidence.","2021-09-30","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Cold Spring Harbor Laboratory","","","","Information Retrieval; Machine Learning Interpretability; Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BSDYFBQ","journalArticle","2023","Zhu, Eden; Buljac‐Samardžić, Martina; Ahaus, Kees; Sevdalis, Nick; Huijsman, Robbert","Implementation and dissemination of home- and community-based interventions for informal caregivers of people living with dementia: a systematic scoping review","Implementation science","","1748-5908","10.1186/s13012-023-01314-y","https://doi.org/10.1186/s13012-023-01314-y","Abstract Background Informal caregivers of people with dementia (PwD) living at home are often the primary source of care, and, in their role, they often experience loss of quality of life. Implementation science knowledge is needed to optimize the real-world outcomes of evidence-based interventions (EBIs) for informal caregivers. This scoping review aims to systematically synthesize the literature that reports implementation strategies employed to deliver home- and community-based EBIs for informal caregivers of PwD, implementation outcomes, and the barriers and facilitators to implementation of these EBIs. Methods Embase, MEDLINE, Web of Science, and Cochrane Library were searched from inception to March 2021; included studies focused on “implementation science,” “home- and community-based interventions,” and “informal caregivers of people with dementia.” Titles and abstracts were screened using ASReview (an innovative AI-based tool for evidence reviews), and data extraction was guided by the ERIC taxonomy, the Implementation Outcome Framework, and the Consolidated Framework for Implementation Science Research; each framework was used to examine a unique element of implementation. Results Sixty-seven studies were included in the review. Multicomponent (26.9%) and eHealth (22.3%) interventions were most commonly reported, and 31.3% of included studies were guided by an implementation science framework. Training and education-related strategies and provision of interactive assistance were the implementation strategy clusters of the ERIC taxonomy where most implementation strategies were reported across the reviewed studies. Acceptability (82.1%), penetration (77.6%), and appropriateness (73.1%) were the most frequently reported implementation outcomes. Design quality and packaging (intervention component suitability) and cosmopolitanism (partnerships) constructs, and patient’s needs and resources and available resources (infrastructure) constructs as per the CFIR framework, reflected the most frequently reported barriers and facilitators to implementation. Conclusion Included studies focused largely on intervention outcomes rather than implementation outcomes and lacked detailed insights on inner and outer setting determinants of implementation success or failure. Recent publications suggest implementation science in dementia research is developing but remains in nascent stages, requiring future studies to apply implementation science knowledge to obtain more contextually relevant findings and to structurally examine the mechanisms through which implementation partners can strategically leverage existing resources and regional networks to streamline local implementation. Mapping local evidence ecosystems will facilitate structured implementation planning and support implementation-focused theory building. Trial Registration Not applicable.","2023-11-08","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","1","18","","","","","","","","","","en","","","","","","","Publisher: BioMed Central","","","","Complex Interventions; Caregiver Staffing; Evidence-Based Practice; Research Agenda; Stakeholder Engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
